NORAD_CAT_ID,OBJECT_NAME,OBJECT_ID,EPOCH,CREATION_DATE,INCLINATION,RA_OF_ASC_NODE,ECCENTRICITY,ARG_OF_PERICENTER,MEAN_ANOMALY,MEAN_MOTION,SEMIMAJOR_AXIS,PERIOD,BSTAR,DECAY_DATE,TLE_LINE1,TLE_LINE2,ELEMENT_SET_NO
60119,STARLINK-11127,2024-118G,2026-07-25T12:48:35.347680,2026-07-25T18:12:52,53.1579,261.7114,0.00012679,85.8579,274.2584,15.69701074,6737.889,91.737,0.00000530447100,,1 60119U 24118G   26206.53374245  .00000054  00000-0  53045-5 0  9993,2 60119  53.1579 261.7114 0001268  85.8579 274.2584 15.69701074119643,999
60120,STARLINK-11164,2024-118H,2026-07-25T12:41:31.364736,2026-07-25T18:12:52,53.1577,261.6782,0.00010851,72.0941,288.0195,15.69703539,6737.882,91.737,0.00006823976600,,1 60120U 24118H   26206.52883524  .00007684  00000-0  68240-4 0  9997,2 60120  53.1577 261.6782 0001085  72.0941 288.0195 15.69703539119640,999
60121,STARLINK-11119,2024-118J,2026-07-25T13:52:01.105248,2026-07-25T18:12:52,53.1590,261.2682,0.00012967,66.0855,294.0299,15.69699419,6737.894,91.737,0.00002436973600,,1 60121U 24118J   26206.57779057  .00002363  00000-0  24370-4 0  9993,2 60121  53.1590 261.2682 0001297  66.0855 294.0299 15.69699419119657,999
60122,STARLINK-11157,2024-118K,2026-07-25T13:59:02.071104,2026-07-25T18:12:52,53.1590,261.3004,0.00004406,70.2464,289.8601,15.69782691,6737.656,91.732,-0.00011781876000,,1 60122U 24118K   26206.58266286 -.00014878  00000-0 -11782-3 0  9998,2 60122  53.1590 261.3004 0000441  70.2464 289.8601 15.69782691119654,999
60123,STARLINK-11162,2024-118L,2026-07-25T13:44:57.595776,2026-07-25T18:12:52,53.1592,261.2319,0.00011839,103.7299,256.3851,15.69691460,6737.917,91.738,0.00000559238200,,1 60123U 24118L   26206.57288884  .00000088  00000-0  55924-5 0  9990,2 60123  53.1592 261.2319 0001184 103.7299 256.3851 15.69691460119657,999
60124,STARLINK-11161,2024-118M,2026-07-26T03:23:10.243392,2026-07-26T10:36:54,53.1581,259.1099,0.00009899,85.0104,275.1027,15.69718439,6737.840,91.736,0.00002572872200,,1 60124U 24118M   26207.14109078  .00002530  00000-0  25729-4 0  9995,2 60124  53.1581 259.1099 0000990  85.0104 275.1027 15.69718439119737,999
60125,STARLINK-11160,2024-118N,2026-07-25T07:59:23.971776,2026-07-25T18:12:52,53.1593,262.5842,0.00012580,109.7253,250.3901,15.69706245,6737.874,91.737,0.00001113440900,,1 60125U 24118N   26206.33291634  .00000760  00000-0  11134-4 0  9994,2 60125  53.1593 262.5842 0001258 109.7253 250.3901 15.69706245119617,999
60126,STARLINK-31846,2024-118P,2026-07-26T00:18:05.534784,2026-07-26T10:36:54,53.1606,103.5582,0.00013046,79.1359,280.9789,15.31693042,6848.898,94.014,-0.00008475148400,,1 60126U 24118P   26207.01256406 -.00002993  00000-0 -84751-4 0  9996,2 60126  53.1606 103.5582 0001305  79.1359 280.9789 15.31693042116886,999
60127,STARLINK-31840,2024-118Q,2026-07-25T17:55:32.000160,2026-07-26T04:22:28,53.1616,104.7475,0.00013740,89.5822,270.5337,15.31683211,6848.927,94.014,-0.00007037575700,,1 60127U 24118Q   26206.74689815 -.00002547  00000-0 -70376-4 0  9993,2 60127  53.1616 104.7475 0001374  89.5822 270.5337 15.31683211116845,999
60128,STARLINK-31813,2024-118R,2026-07-26T02:45:41.028480,2026-07-26T10:36:54,53.1603,102.7764,0.00012408,104.5852,255.5287,15.31684473,6848.923,94.014,-0.00003787304800,,1 60128U 24118R   26207.11505820 -.00001539  00000-0 -37873-4 0  9994,2 60128  53.1603 102.7764 0001241 104.5852 255.5287 15.31684473116900,999
60129,STARLINK-31845,2024-118S,2026-07-24T23:50:40.154784,2026-07-25T18:12:52,53.1625,106.4401,0.00015948,92.7880,267.3305,15.34393257,6840.860,93.848,0.00006694784800,,1 60129U 24118S   26205.99352031  .00001886  00000-0  66948-4 0  9991,2 60129  53.1625 106.4401 0001595  92.7880 267.3305 15.34393257116750,999
60130,STARLINK-31838,2024-118T,2026-07-26T02:59:07.073088,2026-07-26T10:36:54,53.1612,102.8301,0.00037159,115.6448,244.4938,15.31695930,6848.889,94.013,-0.00001998341200,,1 60130U 24118T   26207.12438742 -.00000987  00000-0 -19983-4 0  9994,2 60130  53.1612 102.8301 0003716 115.6448 244.4938 15.31695930116904,999
60131,STARLINK-31785,2024-118U,2026-07-25T17:15:11.653632,2026-07-26T04:22:28,53.1614,104.5730,0.00015427,81.2436,278.8740,15.31691351,6848.903,94.014,-0.00004045332100,,1 60131U 24118U   26206.71888488 -.00001620  00000-0 -40453-4 0  9996,2 60131  53.1614 104.5730 0001543  81.2436 278.8740 15.31691351116841,999
60132,STARLINK-31792,2024-118V,2026-07-26T06:00:02.999808,2026-07-26T10:36:54,53.1600,100.7064,0.00009117,49.0758,322.6262,15.34307710,6841.115,93.853,0.00184907250000,,1 60132U 24118V   26207.25003472  .00062435  00000-0  18491-2 0  9993,2 60132  53.1600 100.7064 0000912  49.0758 322.6262 15.34307710  5786,999
60135,STARLINK-32043,2024-120A,2026-07-25T22:21:45.023040,2026-07-26T04:22:28,53.1617,36.2508,0.00009787,98.1521,261.9593,15.34375378,6840.913,93.849,-0.00005428106000,,1 60135U 24120A   26206.93177110 -.00002208  00000-0 -54281-4 0  9997,2 60135  53.1617  36.2508 0000979  98.1521 261.9593 15.34375378117566,999
60136,STARLINK-32112,2024-120B,2026-07-25T22:24:46.765440,2026-07-26T04:22:28,53.1608,36.2640,0.00013306,99.3290,260.7863,15.34381378,6840.896,93.849,-0.00002004578000,,1 60136U 24120B   26206.93387460 -.00001053  00000-0 -20046-4 0  9998,2 60136  53.1608  36.2640 0001331  99.3290 260.7863 15.34381378117646,999
60137,STARLINK-32050,2024-120C,2026-07-25T12:43:49.643616,2026-07-25T18:12:52,53.1605,38.0116,0.00013298,92.3240,267.7915,15.34380169,6840.899,93.849,-0.00003080408000,,1 60137U 24120C   26206.53043569 -.00001416  00000-0 -30804-4 0  9990,2 60137  53.1605  38.0116 0001330  92.3240 267.7915 15.34380169117506,999
60138,STARLINK-32025,2024-120D,2026-07-25T21:27:12.473568,2026-07-26T04:22:28,53.1599,36.0095,0.00012037,103.5385,256.5751,15.34393048,6840.861,93.848,0.00001564342700,,1 60138U 24120D   26206.89389437  .00000152  00000-0  15643-4 0  9995,2 60138  53.1599  36.0095 0001204 103.5385 256.5751 15.34393048117568,999
60140,STARLINK-31694,2024-120F,2026-07-25T13:11:05.114400,2026-07-25T18:12:52,53.1593,38.1290,0.00008252,93.9459,266.1638,15.34388900,6840.873,93.848,-0.00000713358900,,1 60140U 24120F   26206.54936475 -.00000617  00000-0 -71336-5 0  9990,2 60140  53.1593  38.1290 0000825  93.9459 266.1638 15.34388900117581,999
60141,STARLINK-32036,2024-120G,2026-07-25T21:09:09.519552,2026-07-26T04:22:28,53.1589,36.6434,0.00012254,99.0329,261.0813,15.34385308,6840.884,93.849,-0.00000637076300,,1 60141U 24120G   26206.88136018 -.00000591  00000-0 -63708-5 0  9998,2 60141  53.1589  36.6434 0001225  99.0329 261.0813 15.34385308117632,999
60142,STARLINK-32031,2024-120H,2026-07-25T21:24:11.027520,2026-07-26T04:22:28,53.1611,35.9993,0.00011300,103.0521,257.0608,15.34382011,6840.894,93.849,-0.00001426733500,,1 60142U 24120H   26206.89179430 -.00000858  00000-0 -14267-4 0  9996,2 60142  53.1611  35.9993 0001130 103.0521 257.0608 15.34382011117642,999
60143,STARLINK-32027,2024-120J,2026-07-26T05:19:12.074592,2026-07-26T10:36:54,53.1598,34.4598,0.00011147,98.0509,262.0621,15.34399916,6840.840,93.848,-0.00001393404800,,1 60143U 24120J   26207.22166753 -.00000847  00000-0 -13934-4 0  9997,2 60143  53.1598  34.4598 0001115  98.0509 262.0621 15.34399916117692,999
60144,STARLINK-32033,2024-120K,2026-07-25T13:26:14.976384,2026-07-25T18:12:52,53.1592,38.1982,0.00012055,94.9724,265.1417,15.34377347,6840.908,93.849,-0.00002561495000,,1 60144U 24120K   26206.55989556 -.00001241  00000-0 -25615-4 0  9995,2 60144  53.1592  38.1982 0001206  94.9724 265.1417 15.34377347117501,999
60145,STARLINK-32029,2024-120L,2026-07-26T05:34:22.302912,2026-07-26T10:36:54,53.1588,34.5669,0.00016841,87.3709,272.7486,15.34390931,6840.867,93.848,-0.00001652263700,,1 60145U 24120L   26207.23220258 -.00000935  00000-0 -16523-4 0  9996,2 60145  53.1588  34.5669 0001684  87.3709 272.7486 15.34390931117614,999
60146,STARLINK-32127,2024-120M,2026-07-25T21:39:20.212128,2026-07-26T04:22:28,53.1615,36.0638,0.00014742,84.7315,275.3856,15.34378905,6840.903,93.849,-0.00003434513900,,1 60146U 24120M   26206.90231727 -.00001536  00000-0 -34345-4 0  9993,2 60146  53.1615  36.0638 0001474  84.7315 275.3856 15.34378905117561,999
60147,STARLINK-32019,2024-120N,2026-07-25T21:42:22.098816,2026-07-26T04:22:28,53.1595,36.0766,0.00015291,91.3069,268.8109,15.34378983,6840.903,93.849,-0.00004854232800,,1 60147U 24120N   26206.90442244 -.00002015  00000-0 -48542-4 0  9999,2 60147  53.1595  36.0766 0001529  91.3069 268.8109 15.34378983117566,999
60148,STARLINK-32021,2024-120P,2026-07-25T22:16:41.764224,2026-07-26T04:22:28,53.1612,26.9825,0.00014391,91.7876,268.3290,15.31695380,6848.891,94.013,-0.00000755626900,,1 60148U 24120P   26206.92826116 -.00000600  00000-0 -75563-5 0  9998,2 60148  53.1612  26.9825 0001439  91.7876 268.3290 15.31695380117770,999
60149,STARLINK-32022,2024-120Q,2026-07-25T20:38:51.370656,2026-07-26T04:22:28,53.1591,36.5086,0.00014540,101.2314,258.8852,15.34376879,6840.909,93.849,0.00001018078700,,1 60149U 24120Q   26206.86031679 -.00000033  00000-0  10181-4 0  9997,2 60149  53.1591  36.5086 0001454 101.2314 258.8852 15.34376879117639,999
60150,STARLINK-32014,2024-120R,2026-07-25T13:17:10.980384,2026-07-25T18:12:52,53.1620,38.1494,0.00013340,82.5603,277.5552,15.34375974,6840.912,93.849,-0.00001846737000,,1 60150U 24120R   26206.55359931 -.00001000  00000-0 -18467-4 0  9990,2 60150  53.1620  38.1494 0001334  82.5603 277.5552 15.34375974117500,999
60151,STARLINK-32004,2024-120S,2026-07-25T19:23:10.756896,2026-07-26T04:22:28,53.1610,36.8931,0.00010414,85.4423,274.6699,15.34430274,6840.750,93.846,0.00016339431000,,1 60151U 24120S   26206.80776339  .00005153  00000-0  16339-3 0  9990,2 60151  53.1610  36.8931 0001041  85.4423 274.6699 15.34430274117626,999
60152,STARLINK-32147,2024-120T,2026-07-26T06:04:39.036576,2026-07-26T10:36:54,53.1571,34.6983,0.00020893,91.1915,268.9327,15.34396501,6840.851,93.848,0.00002851994500,,1 60152U 24120T   26207.25322959  .00000587  00000-0  28520-4 0  9998,2 60152  53.1571  34.6983 0002089  91.1915 268.9327 15.34396501117616,999
60153,STARLINK-32131,2024-120U,2026-07-25T21:36:18.369504,2026-07-26T04:22:28,53.1613,36.0507,0.00014121,79.9492,280.1670,15.34381221,6840.896,93.849,-0.00002828940800,,1 60153U 24120U   26206.90021261 -.00001331  00000-0 -28289-4 0  9994,2 60153  53.1613  36.0507 0001412  79.9492 280.1670 15.34381221117648,999
60154,STARLINK-32145,2024-120V,2026-07-26T05:22:15.181248,2026-07-26T10:36:54,53.1607,34.5102,0.00010081,98.6113,261.5004,15.34390814,6840.868,93.848,0.00002167020000,,1 60154U 24120V   26207.22378682  .00000356  00000-0  21670-4 0  9994,2 60154  53.1607  34.5102 0001008  98.6113 261.5004 15.34390814117614,999
60155,STARLINK-32137,2024-120W,2026-07-25T22:03:34.490880,2026-07-26T04:22:28,53.1585,36.1643,0.00015835,106.3493,253.7684,15.34383570,6840.889,93.849,-0.00005179608600,,1 60155U 24120W   26206.91914920 -.00002125  00000-0 -51796-4 0  9991,2 60155  53.1585  36.1643 0001583 106.3493 253.7684 15.34383570117566,999
60156,STARLINK-32048,2024-120X,2026-07-26T05:43:27.762528,2026-07-26T10:36:54,53.1607,34.6019,0.00015887,93.3091,266.8093,15.34381680,6840.895,93.849,-0.00001799558700,,1 60156U 24120X   26207.23851577 -.00000984  00000-0 -17996-4 0  9991,2 60156  53.1607  34.6019 0001589  93.3091 266.8093 15.34381680117612,999
60157,STARLINK-32129,2024-120Y,2026-07-25T12:34:43.631040,2026-07-25T18:12:52,53.1602,37.9687,0.00011462,87.5196,272.5938,15.34386003,6840.882,93.849,-0.00002346334300,,1 60157U 24120Y   26206.52411610 -.00001168  00000-0 -23463-4 0  9994,2 60157  53.1602  37.9687 0001146  87.5196 272.5938 15.34386003117587,999
60183,STARLINK-11168,2024-124A,2026-07-26T03:51:17.081568,2026-07-26T10:36:54,53.1595,198.5624,0.00010162,107.7505,252.3624,15.69719886,6737.835,91.736,0.00001333036600,,1 60183U 24124A   26207.16061437  .00001027  00000-0  13330-4 0  9990,2 60183  53.1595 198.5624 0001016 107.7505 252.3624 15.69719886119472,999
60184,STARLINK-11187,2024-124B,2026-07-26T03:44:14.432640,2026-07-26T10:36:54,53.1579,198.5309,0.00005655,71.7700,288.3379,15.69699844,6737.893,91.737,0.00000798745000,,1 60184U 24124B   26207.15572260  .00000380  00000-0  79875-5 0  9999,2 60184  53.1579 198.5309 0000565  71.7700 288.3379 15.69699844118285,999
60185,STARLINK-11180,2024-124C,2026-07-26T03:37:10.495488,2026-07-26T10:36:54,53.1573,198.4984,0.00011603,69.0757,291.0385,15.69735229,6737.792,91.735,0.00027542429000,,1 60185U 24124C   26207.15081592  .00032946  00000-0  27542-3 0  9998,2 60185  53.1573 198.4984 0001160  69.0757 291.0385 15.69735229118288,999
60186,STARLINK-11197,2024-124D,2026-07-26T05:01:46.994880,2026-07-26T10:36:54,53.1598,198.1484,0.00013238,52.2591,307.8546,15.69714121,6737.852,91.736,0.00001950948400,,1 60186U 24124D   26207.20957170  .00001775  00000-0  19509-4 0  9990,2 60186  53.1598 198.1484 0001324  52.2591 307.8546 15.69714121118294,999
60187,STARLINK-11194,2024-124E,2026-07-26T06:26:24.474912,2026-07-26T10:36:54,53.1585,197.8027,0.00011998,70.2357,289.8790,15.69714792,6737.850,91.736,0.00000297467200,,1 60187U 24124E   26207.26833883 -.00000228  00000-0  29747-5 0  9990,2 60187  53.1585 197.8027 0001200  70.2357 289.8790 15.69714792118309,999
60188,STARLINK-11189,2024-124F,2026-07-26T04:47:48.850944,2026-07-26T10:36:54,53.1591,198.8182,0.00010616,90.3660,269.7479,15.69707753,6737.870,91.737,0.00000253575200,,1 60188U 24124F   26207.19987096 -.00000281  00000-0  25358-5 0  9992,2 60188  53.1591 198.8182 0001062  90.3660 269.7479 15.69707753118283,999
60189,STARLINK-11183,2024-124G,2026-07-26T04:40:44.137056,2026-07-26T10:36:54,53.1593,198.7857,0.00012881,67.1859,292.9295,15.69725738,6737.819,91.736,0.00002173334100,,1 60189U 24124G   26207.19495529  .00002046  00000-0  21733-4 0  9990,2 60189  53.1593 198.7857 0001288  67.1859 292.9295 15.69725738118283,999
60190,STARLINK-11179,2024-124H,2026-07-26T06:05:20.803200,2026-07-26T10:36:54,53.1589,198.4380,0.00005997,52.0478,308.0594,15.69778845,6737.667,91.733,-0.00010839657000,,1 60190U 24124H   26207.25371300 -.00013736  00000-0 -10840-3 0  9995,2 60190  53.1589 198.4380 0000600  52.0478 308.0594 15.69778845118294,999
60191,STARLINK-11175,2024-124J,2026-07-26T04:26:37.195008,2026-07-26T10:36:54,53.1579,198.7221,0.00011871,35.5196,324.5901,15.69707909,6737.870,91.737,0.00000839183600,,1 60191U 24124J   26207.18515272  .00000428  00000-0  83918-5 0  9996,2 60191  53.1579 198.7221 0001187  35.5196 324.5901 15.69707909118282,999
60192,STARLINK-11173,2024-124K,2026-07-26T04:19:32.646144,2026-07-26T10:36:54,53.1590,198.6875,0.00010192,90.1995,269.9139,15.69718847,6737.838,91.736,0.00002065457400,,1 60192U 24124K   26207.18023896  .00001915  00000-0  20655-4 0  9993,2 60192  53.1590 198.6875 0001019  90.1995 269.9139 15.69718847118286,999
60193,STARLINK-11172,2024-124L,2026-07-26T05:44:09.780576,2026-07-26T10:36:54,53.1597,198.3421,0.00012005,95.7473,264.3682,15.69717319,6737.843,91.736,0.00001275250500,,1 60193U 24124L   26207.23900209  .00000957  00000-0  12753-4 0  9997,2 60193  53.1597 198.3421 0001200  95.7473 264.3682 15.69717319118298,999
60194,STARLINK-11152,2024-124M,2026-07-26T04:05:24.624096,2026-07-26T10:36:54,53.1592,198.6213,0.00018347,158.2718,201.8378,15.69726152,6737.818,91.736,0.00001796927900,,1 60194U 24124M   26207.17042389  .00001589  00000-0  17969-4 0  9993,2 60194  53.1592 198.6213 0001835 158.2718 201.8378 15.69726152119471,999
60195,STARLINK-11193,2024-124N,2026-07-26T03:58:20.864928,2026-07-26T10:36:54,53.1603,198.5855,0.00013632,125.9086,234.2058,15.69723548,6737.825,91.736,0.00000038066700,,1 60195U 24124N   26207.16551927 -.00000543  00000-0  38067-6 0  9990,2 60195  53.1603 198.5855 0001363 125.9086 234.2058 15.69723548118280,999
60196,STARLINK-31869,2024-124P,2026-07-26T06:04:07.411584,2026-07-26T10:36:54,53.1599,37.9435,0.00010538,97.6149,262.4972,15.31694872,6848.892,94.014,-0.00000548406000,,1 60196U 24124P   26207.25286356 -.00000535  00000-0 -54841-5 0  9991,2 60196  53.1599  37.9435 0001054  97.6149 262.4972 15.31694872115525,999
60197,STARLINK-32023,2024-124Q,2026-07-25T22:04:20.663904,2026-07-26T04:22:28,53.1614,38.0012,0.00008280,101.4095,258.7001,15.34365665,6840.942,93.850,-0.00003001202600,,1 60197U 24124Q   26206.91968361 -.00001388  00000-0 -30012-4 0  9997,2 60197  53.1614  38.0012 0000828 101.4095 258.7001 15.34365665115494,999
60198,STARLINK-32046,2024-124R,2026-07-25T19:33:16.960896,2026-07-26T04:22:28,53.1600,40.1829,0.00013589,88.4040,271.7117,15.31695156,6848.891,94.013,-0.00002351959600,,1 60198U 24124R   26206.81477964 -.00001095  00000-0 -23520-4 0  9992,2 60198  53.1600  40.1829 0001359  88.4040 271.7117 15.31695156116687,999
60199,STARLINK-32049,2024-124S,2026-07-25T12:59:43.474560,2026-07-25T18:12:52,53.1578,39.9045,0.00017613,99.5360,260.5842,15.34383750,6840.889,93.849,-0.00000213565300,,1 60199U 24124S   26206.54147540 -.00000449  00000-0 -21357-5 0  9996,2 60199  53.1578  39.9045 0001761  99.5360 260.5842 15.34383750116669,999
60200,STARLINK-32002,2024-124T,2026-07-25T22:21:03.055968,2026-07-26T04:22:28,53.1575,39.4887,0.00018971,89.5611,270.5608,15.31690523,6848.905,94.014,-0.00003845731400,,1 60200U 24124T   26206.93128537 -.00001558  00000-0 -38457-4 0  9997,2 60200  53.1575  39.4887 0001897  89.5611 270.5608 15.31690523115471,999
60201,STARLINK-32020,2024-124U,2026-07-26T06:17:33.721440,2026-07-26T10:36:54,53.1588,37.9934,0.00015287,97.6603,262.4572,15.31702513,6848.870,94.013,-0.00002197003200,,1 60201U 24124U   26207.26219585 -.00001047  00000-0 -21970-4 0  9994,2 60201  53.1588  37.9934 0001529  97.6603 262.4572 15.31702513115524,999
60202,STARLINK-32041,2024-124V,2026-07-25T19:26:33.467712,2026-07-26T04:22:28,53.1602,40.1517,0.00012195,92.0010,268.1131,15.31698022,6848.883,94.013,-0.00000561534600,,1 60202U 24124V   26206.81010958 -.00000539  00000-0 -56153-5 0  9995,2 60202  53.1602  40.1517 0001219  92.0010 268.1131 15.31698022116650,999
60255,STARLINK-32138,2024-131A,2026-07-26T04:22:16.137408,2026-07-26T10:36:54,53.1606,128.3574,0.00014156,82.8208,277.2955,15.31703444,6848.867,94.013,-0.00000009346700,,1 60255U 24131A   26207.18213122 -.00000368  00000-0 -93467-7 0  9991,2 60255  53.1606 128.3574 0001416  82.8208 277.2955 15.31703444113230,999
60256,STARLINK-32212,2024-131B,2026-07-26T04:00:47.630880,2026-07-26T10:36:54,53.1609,128.9842,0.00012918,100.2672,259.8476,15.34389059,6840.873,93.848,-0.00001648153000,,1 60256U 24131B   26207.16721795 -.00000933  00000-0 -16482-4 0  9997,2 60256  53.1609 128.9842 0001292 100.2672 259.8476 15.34389059112924,999
60257,STARLINK-32166,2024-131C,2026-07-26T04:40:10.640640,2026-07-26T10:36:54,53.1618,129.1415,0.00011267,110.5202,249.5921,15.34386619,6840.880,93.849,-0.00002636950200,,1 60257U 24131C   26207.19456760 -.00001267  00000-0 -26370-4 0  9996,2 60257  53.1618 129.1415 0001127 110.5202 249.5921 15.34386619112924,999
60258,STARLINK-32200,2024-131D,2026-07-26T04:18:56.336544,2026-07-26T10:36:54,53.1614,129.0517,0.00013449,102.1059,258.0094,15.34405472,6840.824,93.847,0.00002720785600,,1 60258U 24131D   26207.17981871  .00000543  00000-0  27208-4 0  9996,2 60258  53.1614 129.0517 0001345 102.1059 258.0094 15.34405472112927,999
60259,STARLINK-32207,2024-131E,2026-07-26T01:29:33.379296,2026-07-26T10:36:54,53.1601,129.7505,0.00010550,95.8388,264.2734,15.34391106,6840.867,93.848,0.00004278021500,,1 60259U 24131E   26207.06219189  .00001069  00000-0  42780-4 0  9997,2 60259  53.1601 129.7505 0001055  95.8388 264.2734 15.34391106112905,999
60260,STARLINK-32125,2024-131F,2026-07-26T03:49:47.799264,2026-07-26T10:36:54,53.1608,128.9257,0.00012990,94.1926,265.9224,15.30162538,6853.464,94.108,-0.00014010548000,,1 60260U 24131F   26207.15958101 -.00004501  00000-0 -14011-3 0  9994,2 60260  53.1608 128.9257 0001299  94.1926 265.9224 15.30162538112924,999
60261,STARLINK-32160,2024-131G,2026-07-26T03:51:39.009024,2026-07-26T10:36:54,53.1611,128.9263,0.00014698,88.0959,272.0212,15.34441882,6840.716,93.845,0.00010297987000,,1 60261U 24131G   26207.16086816  .00003109  00000-0  10298-3 0  9995,2 60261  53.1611 128.9263 0001470  88.0959 272.0212 15.34441882112972,999
60262,STARLINK-32163,2024-131H,2026-07-26T03:48:39.327264,2026-07-26T10:36:54,53.1606,128.2087,0.00012658,90.2813,269.8334,15.31729707,6848.788,94.011,0.00000887716000,,1 60262U 24131H   26207.15878851 -.00000090  00000-0  88772-5 0  9994,2 60262  53.1606 128.2087 0001266  90.2813 269.8334 15.31729707112938,999
60263,STARLINK-32148,2024-131J,2026-07-26T01:27:47.679264,2026-07-26T10:36:54,53.1610,129.0185,0.00014956,89.8972,270.2201,15.31706317,6848.858,94.013,-0.00002981323800,,1 60263U 24131J   26207.06096851 -.00001291  00000-0 -29813-4 0  9992,2 60263  53.1610 129.0185 0001496  89.8972 270.2201 15.31706317112961,999
60264,STARLINK-32121,2024-131K,2026-07-26T00:26:57.257664,2026-07-26T10:36:54,53.1592,129.4670,0.00011971,89.4245,270.6893,15.31697055,6848.886,94.013,0.00004170484400,,1 60264U 24131K   26207.01871826  .00000929  00000-0  41705-4 0  9990,2 60264  53.1592 129.4670 0001197  89.4245 270.6893 15.31697055112959,999
60265,STARLINK-32120,2024-131L,2026-07-26T04:26:40.023744,2026-07-26T10:36:54,53.1604,129.7882,0.00018325,95.5351,264.5858,15.29358483,6855.866,94.157,0.00003666199500,,1 60265U 24131L   26207.18518546  .00000702  00000-0  36662-4 0  9991,2 60265  53.1604 129.7882 0001833  95.5351 264.5858 15.29358483112965,999
60266,STARLINK-32205,2024-131M,2026-07-26T05:02:36.276576,2026-07-26T10:36:54,53.1612,128.5341,0.00013406,107.8260,252.2888,15.31700592,6848.875,94.013,-0.00002138159400,,1 60266U 24131M   26207.21014209 -.00001029  00000-0 -21382-4 0  9991,2 60266  53.1612 128.5341 0001341 107.8260 252.2888 15.31700592112931,999
60267,STARLINK-32158,2024-131N,2026-07-26T02:05:46.907808,2026-07-26T10:36:54,53.1605,129.1790,0.00012403,87.8588,272.2556,15.34390180,6840.869,93.848,0.00000663367700,,1 60267U 24131N   26207.08734847 -.00000152  00000-0  66337-5 0  9999,2 60267  53.1605 129.1790 0001240  87.8588 272.2556 15.34390180112819,999
60268,STARLINK-32167,2024-131P,2026-07-26T03:51:17.272512,2026-07-26T10:36:54,53.1608,128.9410,0.00012631,87.1701,272.9444,15.30190656,6853.380,94.106,0.00011443543000,,1 60268U 24131P   26207.16061658  .00003031  00000-0  11444-3 0  9997,2 60268  53.1608 128.9410 0001263  87.1701 272.9444 15.30190656112910,999
60269,STARLINK-32144,2024-131Q,2026-07-26T04:02:06.243648,2026-07-26T10:36:54,53.1600,128.2624,0.00012419,114.2808,245.8323,15.31700188,6848.876,94.013,-0.00000707200600,,1 60269U 24131Q   26207.16812782 -.00000585  00000-0 -70720-5 0  9997,2 60269  53.1600 128.2624 0001242 114.2808 245.8323 15.31700188112980,999
60270,STARLINK-32211,2024-131R,2026-07-26T05:04:17.023296,2026-07-26T10:36:54,53.1611,128.5509,0.00012570,96.3847,263.7299,15.34399056,6840.843,93.848,-0.00000668446400,,1 60270U 24131R   26207.21130814 -.00000602  00000-0 -66845-5 0  9997,2 60270  53.1611 128.5509 0001257  96.3847 263.7299 15.34399056112935,999
60271,STARLINK-32164,2024-131S,2026-07-26T04:31:05.270880,2026-07-26T10:36:54,53.1615,129.0998,0.00013548,90.6209,269.4949,15.34385985,6840.882,93.849,-0.00000368498200,,1 60271U 24131S   26207.18825545 -.00000501  00000-0 -36850-5 0  9997,2 60271  53.1615 129.0998 0001355  90.6209 269.4949 15.34385985112825,999
60272,STARLINK-32128,2024-131T,2026-07-26T06:00:02.999808,2026-07-26T10:36:54,53.1593,128.6037,0.00012586,71.9321,14.9616,15.33512976,6843.478,93.902,0.00183753600000,,1 60272U 24131T   26207.25003472  .00060479  00000-0  18375-2 0  9990,2 60272  53.1593 128.6037 0001259  71.9321  14.9616 15.33512976  5826,999
60273,STARLINK-32206,2024-131U,2026-07-26T01:20:27.511008,2026-07-26T10:36:54,53.1613,129.7063,0.00010138,102.3391,257.7725,15.34392577,6840.862,93.848,-0.00001612512000,,1 60273U 24131U   26207.05587397 -.00000921  00000-0 -16125-4 0  9993,2 60273  53.1613 129.7063 0001014 102.3391 257.7725 15.34392577112906,999
60274,STARLINK-32155,2024-131V,2026-07-26T04:55:52.277952,2026-07-26T10:36:54,53.1605,128.4998,0.00013057,84.4941,275.6210,15.31710498,6848.846,94.013,0.00000344952600,,1 60274U 24131V   26207.20546618 -.00000258  00000-0  34495-5 0  9995,2 60274  53.1605 128.4998 0001306  84.4941 275.6210 15.31710498112839,999
60275,STARLINK-32152,2024-131W,2026-07-26T02:29:23.802144,2026-07-26T10:36:54,53.1590,129.2826,0.00012561,72.5502,287.5636,15.30187768,6853.389,94.106,-0.00007704841200,,1 60275U 24131W   26207.10374771 -.00002639  00000-0 -77048-4 0  9990,2 60275  53.1590 129.2826 0001256  72.5502 287.5636 15.30187768112816,999
60276,STARLINK-32154,2024-131X,2026-07-26T06:59:42.421344,2026-07-26T10:36:54,53.1604,128.3192,0.00013843,99.4863,260.6295,15.31805369,6848.563,94.007,0.00611917550000,,1 60276U 24131X   26207.29146321  .00195203  00000-0  61192-2 0  9998,2 60276  53.1604 128.3192 0001384  99.4863 260.6295 15.31805369112941,999
60277,STARLINK-32135,2024-131Y,2026-07-26T05:01:15.384576,2026-07-26T10:36:54,53.1614,128.5155,0.00015338,72.6046,287.5124,15.34391864,6840.864,93.848,0.00005554083700,,1 60277U 24131Y   26207.20920584  .00001500  00000-0  55541-4 0  9990,2 60277  53.1614 128.5155 0001534  72.6046 287.5124 15.34391864112938,999
