NORAD_CAT_ID,OBJECT_NAME,OBJECT_ID,EPOCH,CREATION_DATE,INCLINATION,RA_OF_ASC_NODE,ECCENTRICITY,ARG_OF_PERICENTER,MEAN_ANOMALY,MEAN_MOTION,SEMIMAJOR_AXIS,PERIOD,BSTAR,DECAY_DATE,TLE_LINE1,TLE_LINE2,ELEMENT_SET_NO
44714,STARLINK-1008,2019-074B,2026-07-26T03:05:58.460640,2026-07-26T10:36:54,53.1486,241.6012,0.00056156,15.5868,344.5316,15.54683773,6781.209,92.623,0.00087464134000,,1 44714U 19074B   26207.12914885  .00058994  00000-0  87464-3 0  9993,2 44714  53.1486 241.6012 0005616  15.5868 344.5316 15.54683773370269,999
44718,STARLINK-1012,2019-074F,2026-07-26T07:25:25.500288,2026-07-26T10:36:54,53.1528,240.9211,0.00042653,1.8989,358.2038,15.55034109,6780.190,92.602,0.00235501470000,,1 44718U 19074F   26207.30932292  .00163841  00000-0  23550-2 0  9992,2 44718  53.1528 240.9211 0004265   1.8989 358.2038 15.55034109370283,999
44723,STARLINK-1017,2019-074L,2026-07-25T11:02:20.635584,2026-07-25T18:12:52,53.0456,250.2892,0.00010520,57.6194,302.4909,15.34875714,6839.427,93.819,0.00131472070000,,1 44723U 19074L   26206.45996106  .00044993  00000-0  13147-2 0  9994,2 44723  53.0456 250.2892 0001052  57.6194 302.4909 15.34875714370050,999
44725,STARLINK-1020,2019-074N,2026-07-25T13:53:11.359680,2026-07-25T18:12:52,53.1540,266.5411,0.00056945,335.8309,24.2437,15.61291225,6762.063,92.231,0.00093043798000,,1 44725U 19074N   26206.57860370  .00080812  00000-0  93044-3 0  9997,2 44725  53.1540 266.5411 0005694 335.8309  24.2437 15.61291225369848,999
44741,STARLINK-1036,2019-074AE,2026-07-26T05:11:23.466048,2026-07-26T10:36:54,53.0398,225.9895,0.00045282,38.3675,321.7666,15.78960119,6711.523,91.199,0.00046644763000,,1 44741U 19074AE  26207.21624382  .00084570  00000-0  46645-3 0  9998,2 44741  53.0398 225.9895 0004528  38.3675 321.7666 15.78960119370458,999
44744,STARLINK-1039,2019-074AH,2026-07-26T05:37:37.880544,2026-07-26T10:36:54,53.0591,293.1310,0.00013415,298.1418,61.9446,15.31891918,6848.305,94.001,0.00119897950000,,1 44744U 19074AH  26207.23446621  .00037253  00000-0  11990-2 0  9991,2 44744  53.0591 293.1310 0001341 298.1418  61.9446 15.31891918369520,999
44747,STARLINK-1042,2019-074AL,2026-07-26T01:30:24.700032,2026-07-26T10:36:54,53.0404,147.4981,0.00014180,66.7797,293.3363,15.56327082,6776.435,92.526,0.00040668822000,,1 44747U 19074AL  26207.06278588  .00028767  00000-0  40669-3 0  9996,2 44747  53.0404 147.4981 0001418  66.7797 293.3363 15.56327082371575,999
44748,STARLINK-1043,2019-074AM,2026-07-26T05:21:16.243488,2026-07-26T10:36:54,53.0461,239.5940,0.00036808,30.3904,329.7325,15.68187981,6742.223,91.826,0.00040673682000,,1 44748U 19074AM  26207.22310467  .00045977  00000-0  40674-3 0  9996,2 44748  53.0461 239.5940 0003681  30.3904 329.7325 15.68187981370271,999
44751,STARLINK-1046,2019-074AQ,2026-07-25T13:53:22.068096,2026-07-25T18:12:52,53.0441,266.8073,0.00042447,303.8812,56.1797,15.61201982,6762.321,92.237,0.00038229112000,,1 44751U 19074AQ  26206.57872764  .00032575  00000-0  38229-3 0  9993,2 44751  53.0441 266.8073 0004245 303.8812  56.1797 15.61201982369831,999
44752,STARLINK-1047,2019-074AR,2026-07-26T04:42:54.323712,2026-07-26T10:36:54,53.0658,217.4564,0.00015894,319.8443,40.2442,15.36123437,6835.723,93.742,0.00097732251000,,1 44752U 19074AR  26207.19646208  .00034670  00000-0  97732-3 0  9997,2 44752  53.0658 217.4564 0001589 319.8443  40.2442 15.36123437370602,999
44753,STARLINK-1048,2019-074AS,2026-07-26T04:01:19.804512,2026-07-26T10:36:54,53.0405,209.9697,0.00007411,144.9564,215.1502,15.72330041,6730.377,91.584,0.00046382633000,,1 44753U 19074AS  26207.16759033  .00062592  00000-0  46383-3 0  9996,2 44753  53.0405 209.9697 0000741 144.9564 215.1502 15.72330041370674,999
44768,STARLINK-1063,2019-074BH,2026-07-26T06:27:36.128160,2026-07-26T10:36:54,53.1532,281.9557,0.00051523,343.0679,17.0159,15.54819955,6780.813,92.615,0.00071931815000,,1 44768U 19074BH  26207.26916815  .00048607  00000-0  71932-3 0  9995,2 44768  53.1532 281.9557 0005152 343.0679  17.0159 15.54819955369724,999
44771,STARLINK-1067,2019-074BL,2026-07-26T08:00:01.999872,2026-07-26T10:36:54,53.0373,236.7755,0.00080910,18.8708,117.4564,15.86870378,6689.200,90.745,0.00051098254000,,1 44771U 19074BL  26207.33335648  .00135776  00000-0  51098-3 0  9991,2 44771  53.0373 236.7755 0008091  18.8708 117.4564 15.86870378  6020,999
44772,STARLINK-1068,2019-074BM,2026-07-26T06:11:20.609952,2026-07-26T10:36:54,53.0361,211.6180,0.00064696,28.3589,331.7784,15.83598958,6698.410,90.932,0.00050312303000,,1 44772U 19074BM  26207.25787743  .00113709  00000-0  50312-3 0  9990,2 44772  53.0361 211.6180 0006470  28.3589 331.7784 15.83598958370650,999
44927,STARLINK-1114,2020-001P,2026-07-26T06:43:23.775456,2026-07-26T10:36:54,53.0385,11.5679,0.00024106,303.1544,56.9243,15.74894179,6723.069,91.435,0.00048462392000,,1 44927U 20001P   26207.28013629  .00073194  00000-0  48462-3 0  9998,2 44927  53.0385  11.5679 0002411 303.1544  56.9243 15.74894179361766,999
44930,STARLINK-1123,2020-001S,2026-07-26T05:13:06.158496,2026-07-26T10:36:54,53.1395,42.6452,0.00048866,117.1202,243.0312,15.65043383,6751.251,92.010,0.00059917558000,,1 44930U 20001S   26207.21743239  .00059962  00000-0  59918-3 0  9997,2 44930  53.1395  42.6452 0004887 117.1202 243.0312 15.65043383361342,999
44941,STARLINK-1094,2020-001AD,2026-07-26T02:54:49.811040,2026-07-26T10:36:54,53.1491,19.7349,0.00036923,147.4199,212.7043,15.60741671,6763.650,92.264,0.00121983730000,,1 44941U 20001AD  26207.12140985  .00104143  00000-0  12198-2 0  9998,2 44941  53.1491  19.7349 0003692 147.4199 212.7043 15.60741671361664,999
44949,STARLINK-1122,2020-001AM,2026-07-25T19:30:56.308608,2026-07-26T04:22:28,53.1523,21.8636,0.00036749,129.9335,230.2002,15.60171546,6765.298,92.298,0.00122023490000,,1 44949U 20001AM  26206.81315172  .00101889  00000-0  12202-2 0  9993,2 44949  53.1523  21.8636 0003675 129.9335 230.2002 15.60171546361601,999
44961,STARLINK-1080,2020-001AZ,2026-07-25T08:35:34.744128,2026-07-25T18:12:52,53.0445,336.8123,0.00016458,297.4211,62.6640,15.72620644,6729.547,91.567,0.00016379253000,,1 44961U 20001AZ  26206.35804102  .00021873  00000-0  16379-3 0  9996,2 44961  53.0445 336.8123 0001646 297.4211  62.6640 15.72620644362176,999
44968,STARLINK-1090,2020-001BG,2026-07-26T07:21:53.162784,2026-07-26T10:36:54,53.1466,8.5426,0.00025867,136.7962,223.3253,15.56121433,6777.032,92.538,0.00119224050000,,1 44968U 20001BG  26207.30686531  .00085235  00000-0  11922-2 0  9993,2 44968  53.1466   8.5426 0002587 136.7962 223.3253 15.56121433361831,999
45044,STARLINK-1132,2020-006A,2026-07-26T06:41:45.318336,2026-07-26T10:36:54,53.1488,307.5164,0.00017274,62.2290,297.8902,15.68075925,6742.544,91.832,0.00047223880000,,1 45044U 20006A   26207.27899674  .00053258  00000-0  47224-3 0  9999,2 45044  53.1488 307.5164 0001727  62.2290 297.8902 15.68075925358463,999
45047,STARLINK-1131,2020-006D,2026-07-26T02:01:19.637184,2026-07-26T10:36:54,53.1528,342.5871,0.00015592,352.9948,7.1044,15.60576445,6764.128,92.274,0.00123822650000,,1 45047U 20006D   26207.08425506  .00105042  00000-0  12382-2 0  9995,2 45047  53.1528 342.5871 0001559 352.9948   7.1044 15.60576445357954,999
45048,STARLINK-1134,2020-006E,2026-07-26T04:55:23.788416,2026-07-26T10:36:54,53.0219,289.0873,0.00051532,274.0801,85.9624,15.64098984,6753.968,92.066,0.00044605452000,,1 45048U 20006E   26207.20513644  .00042764  00000-0  44605-3 0  9996,2 45048  53.0219 289.0873 0005153 274.0801  85.9624 15.64098984358684,999
45054,STARLINK-1156,2020-006L,2026-07-24T19:30:40.544928,2026-07-25T18:12:52,53.1576,0.7791,0.00019948,148.5366,211.5758,15.38879118,6827.560,93.575,0.00122528220000,,1 45054U 20006L   26205.81296927  .00047739  00000-0  12253-2 0  9990,2 45054  53.1576   0.7791 0001995 148.5366 211.5758 15.38879118357586,999
45060,STARLINK-1166,2020-006S,2026-07-26T07:04:49.619136,2026-07-26T10:36:54,53.0429,320.5532,0.00029308,350.6601,9.4361,15.70150296,6736.604,91.711,0.00072578339000,,1 45060U 20006S   26207.29501874  .00089956  00000-0  72578-3 0  9995,2 45060  53.0429 320.5532 0002931 350.6601   9.4361 15.70150296358258,999
45061,STARLINK-1169,2020-006T,2026-07-25T10:51:28.084896,2026-07-25T18:12:52,53.1532,355.1423,0.00028216,114.2879,245.8422,15.42718275,6816.228,93.342,0.00129160640000,,1 45061U 20006T   26206.45240839  .00057286  00000-0  12916-2 0  9994,2 45061  53.1532 355.1423 0002822 114.2879 245.8422 15.42718275357729,999
45062,STARLINK-1171,2020-006U,2026-07-26T00:00:02.000160,2026-07-26T10:36:54,53.0353,283.3371,0.00040993,8.7181,113.3915,15.82206586,6702.339,91.012,0.00037608972000,,1 45062U 20006U   26207.00002315  .00079021  00000-0  37609-3 0  9990,2 45062  53.0353 283.3371 0004099   8.7181 113.3915 15.82206586  6015,999
45064,STARLINK-1133,2020-006W,2026-07-25T15:08:42.491904,2026-07-25T18:12:52,53.1559,333.7338,0.00016646,148.3591,211.7514,15.38847118,6827.654,93.577,0.00141667890000,,1 45064U 20006W   26206.63104736  .00055254  00000-0  14167-2 0  9995,2 45064  53.1559 333.7338 0001665 148.3591 211.7514 15.38847118358045,999
45071,STARLINK-1167,2020-006AD,2026-07-25T14:48:10.794240,2026-07-25T18:12:52,53.1559,331.9681,0.00024558,52.6456,307.4773,15.41659918,6819.347,93.406,0.00135018530000,,1 45071U 20006AD  26206.61679160  .00057812  00000-0  13502-2 0  9993,2 45071  53.1559 331.9681 0002456  52.6456 307.4773 15.41659918358065,999
45072,STARLINK-1168,2020-006AE,2026-07-25T17:28:36.543072,2026-07-26T04:22:28,53.1564,333.3375,0.00011434,142.8122,217.2962,15.39447407,6825.879,93.540,0.00138426400000,,1 45072U 20006AE  26206.72820073  .00055056  00000-0  13843-2 0  9993,2 45072  53.1564 333.3375 0001143 142.8122 217.2962 15.39447407358054,999
45074,STARLINK-1172,2020-006AG,2026-07-25T16:07:56.909280,2026-07-26T04:22:28,53.1542,330.6806,0.00013256,56.0761,304.0372,15.42730089,6816.193,93.341,0.00138367330000,,1 45074U 20006AG  26206.67218645  .00061452  00000-0  13837-2 0  9995,2 45074  53.1542 330.6806 0001326  56.0761 304.0372 15.42730089358087,999
45080,STARLINK-1153,2020-006AN,2026-07-26T01:15:09.428544,2026-07-26T10:36:54,53.1568,329.8124,0.00032912,67.3949,292.7405,15.41769838,6819.023,93.399,0.00149311130000,,1 45080U 20006AN  26207.05219246  .00064269  00000-0  14931-2 0  9998,2 45080  53.1568 329.8124 0003291  67.3949 292.7405 15.41769838358130,999
45081,STARLINK-1151,2020-006AP,2026-07-26T01:34:40.044864,2026-07-26T10:36:54,53.0374,264.9510,0.00125278,359.7181,0.3845,16.14223660,6613.419,89.207,0.00063125994000,,1 45081U 20006AP  26207.06574126  .00819967  41589-3  63126-3 0  9995,2 45081  53.0374 264.9510 0012528 359.7181   0.3845 16.14223660359009,999
45087,STARLINK-1185,2020-006AV,2026-07-26T07:09:47.496960,2026-07-26T10:36:54,53.1566,305.6362,0.00007816,292.2600,67.8327,15.51439098,6790.661,92.817,0.00130904440000,,1 45087U 20006AV  26207.29846640  .00078851  00000-0  13090-2 0  9992,2 45087  53.1566 305.6362 0000782 292.2600  67.8327 15.51439098358492,999
45088,STARLINK-1183,2020-006AW,2026-07-25T08:00:29.466432,2026-07-25T18:12:52,53.1536,319.9760,0.00026386,169.8200,190.2858,15.38764086,6827.900,93.582,0.00183826620000,,1 45088U 20006AW  26206.33367438  .00071779  00000-0  18383-2 0  9992,2 45088  53.1536 319.9760 0002639 169.8200 190.2858 15.38764086358200,999
45096,STARLINK-1152,2020-006BE,2026-07-25T15:09:19.154016,2026-07-26T04:22:28,53.0305,267.7506,0.00053194,332.5366,27.5362,15.54657246,6781.286,92.625,0.00104800890000,,1 45096U 20006BE  26206.63147169  .00070823  00000-0  10480-2 0  9990,2 45096  53.0305 267.7506 0005319 332.5366  27.5362 15.54657246358939,999
45098,STARLINK-1184,2020-006BG,2026-07-26T02:03:15.654240,2026-07-26T10:36:54,53.0510,337.3547,0.00030002,184.7483,175.3482,15.16333258,6895.071,94.966,0.00152032440000,,1 45098U 20006BG  26207.08559785  .00029647  00000-0  15203-2 0  9999,2 45098  53.0510 337.3547 0003000 184.7483 175.3482 15.16333258357992,999
45100,STARLINK-1193,2020-006BJ,2026-07-25T13:34:42.153888,2026-07-25T18:12:52,53.0442,273.4905,0.00041660,66.4311,293.7144,15.72996950,6728.474,91.545,0.00041253623000,,1 45100U 20006BJ  26206.56576567  .00057200  00000-0  41254-3 0  9994,2 45100  53.0442 273.4905 0004166  66.4311 293.7144 15.72996950358849,999
45183,STARLINK-1202,2020-012F,2026-07-26T03:07:21.643104,2026-07-26T10:36:54,53.1542,113.0564,0.00047098,57.0003,303.1453,15.38514021,6828.640,93.597,0.00237918090000,,1 45183U 20012F   26207.13011161  .00092530  00000-0  23792-2 0  9991,2 45183  53.1542 113.0564 0004710  57.0003 303.1453 15.38514021356193,999
45185,STARLINK-1216,2020-012H,2026-07-26T00:00:02.000160,2026-07-26T10:36:54,53.1549,113.2012,0.00012651,82.6067,196.3711,15.43380518,6814.278,93.302,0.00029463616000,,1 45185U 20012H   26207.00002315  .00012963  00000-0  29464-3 0  9995,2 45185  53.1549 113.2012 0001265  82.6067 196.3711 15.43380518  5792,999
45187,STARLINK-1225,2020-012K,2026-07-26T00:42:54.168768,2026-07-26T10:36:54,53.1536,113.7029,0.00050491,73.0902,287.0656,15.39011813,6827.167,93.567,0.00159046150000,,1 45187U 20012K   26207.02979362  .00062496  00000-0  15905-2 0  9994,2 45187  53.1536 113.7029 0005049  73.0902 287.0656 15.39011813356169,999
45189,STARLINK-1230,2020-012M,2026-07-26T02:38:46.344768,2026-07-26T10:36:54,53.1526,113.4423,0.00042766,67.7765,292.3693,15.38850303,6827.645,93.576,0.00137840150000,,1 45189U 20012M   26207.11025862  .00053756  00000-0  13784-2 0  9995,2 45189  53.1526 113.4423 0004277  67.7765 292.3693 15.38850303353402,999
45190,STARLINK-1234,2020-012N,2026-07-26T08:00:01.999872,2026-07-26T10:36:54,53.0318,356.1060,0.00056607,309.7978,181.1984,15.88792134,6683.805,90.635,0.00073687628000,,1 45190U 20012N   26207.33335648  .00217510  00000-0  73688-3 0  9997,2 45190  53.0318 356.1060 0005661 309.7978 181.1984 15.88792134  6032,999
45197,STARLINK-1269,2020-012V,2026-07-25T03:07:32.310048,2026-07-25T18:12:52,53.1524,117.8883,0.00034468,83.9647,276.1750,15.38728449,6828.005,93.584,0.00140785140000,,1 45197U 20012V   26206.13023507  .00054696  00000-0  14079-2 0  9991,2 45197  53.1524 117.8883 0003447  83.9647 276.1750 15.38728449356002,999
45198,STARLINK-1154,2020-012W,2026-07-26T07:11:29.139648,2026-07-26T10:36:54,53.0405,56.6198,0.00035566,123.0441,237.0916,15.67541602,6744.076,91.864,0.00038653387000,,1 45198U 20012W   26207.29964282  .00042499  00000-0  38653-3 0  9997,2 45198  53.0405  56.6198 0003557 123.0441 237.0916 15.67541602356904,999
45201,STARLINK-1199,2020-012Z,2026-07-26T01:49:33.550464,2026-07-26T10:36:54,53.1539,97.7113,0.00051246,80.2933,279.8650,15.38836627,6827.685,93.577,0.00135587200000,,1 45201U 20012Z   26207.07608276  .00052847  00000-0  13559-2 0  9991,2 45201  53.1539  97.7113 0005125  80.2933 279.8650 15.38836627356398,999
45206,STARLINK-1209,2020-012AE,2026-07-25T12:03:34.452576,2026-07-25T18:12:52,53.0335,18.5978,0.00025877,293.8410,66.2337,15.76144752,6719.513,91.362,0.00049404844000,,1 45206U 20012AE  26206.50248209  .00078905  00000-0  49405-3 0  9992,2 45206  53.0335  18.5978 0002588 293.8410  66.2337 15.76144752356470,999
45212,STARLINK-1231,2020-012AL,2026-07-26T02:30:25.828704,2026-07-26T10:36:54,53.0366,94.8685,0.00028138,139.0988,221.0223,15.30738052,6851.746,94.072,0.00148424650000,,1 45212U 20012AL  26207.10446561  .00044612  00000-0  14842-2 0  9991,2 45212  53.0366  94.8685 0002814 139.0988 221.0223 15.30738052356361,999
45217,STARLINK-1271,2020-012AR,2026-07-26T01:37:28.454016,2026-07-26T10:36:54,53.1543,97.8091,0.00051267,87.4070,272.7521,15.39102091,6826.900,93.561,0.00123422550000,,1 45217U 20012AR  26207.06769044  .00048464  00000-0  12342-2 0  9997,2 45217  53.1543  97.8091 0005127  87.4070 272.7521 15.39102091356390,999
45222,STARLINK-1191,2020-012AW,2026-07-25T23:30:04.962240,2026-07-26T10:36:54,53.1524,69.7523,0.00018934,62.8005,297.3195,15.43624263,6813.560,93.287,0.00133369970000,,1 45222U 20012AW  26206.97922410  .00061035  00000-0  13337-2 0  9994,2 45222  53.1524  69.7523 0001893  62.8005 297.3195 15.43624263356782,999
45223,STARLINK-1212,2020-012AX,2026-07-26T03:59:29.200416,2026-07-26T10:36:54,53.0387,31.0472,0.00019600,278.1404,81.9392,15.74850201,6723.194,91.437,0.00055331907000,,1 45223U 20012AX  26207.16631019  .00083599  00000-0  55332-3 0  9990,2 45223  53.0387  31.0472 0001960 278.1404  81.9392 15.74850201357317,999
45225,STARLINK-1215,2020-012AZ,2026-07-26T01:30:57.319488,2026-07-26T10:36:54,53.1544,72.0535,0.00045039,88.1924,271.9596,15.39110627,6826.875,93.561,0.00128319260000,,1 45225U 20012AZ  26207.06316342  .00050425  00000-0  12832-2 0  9999,2 45225  53.1544  72.0535 0004504  88.1924 271.9596 15.39110627356715,999
45227,STARLINK-1221,2020-012BB,2026-07-26T01:59:02.440896,2026-07-26T10:36:54,53.0633,331.4373,0.00047626,94.3887,265.7664,15.46811057,6804.199,93.095,-0.00090649505000,,1 45227U 20012BB  26207.08266714 -.00046396  00000-0 -90650-3 0  9999,2 45227  53.0633 331.4373 0004763  94.3887 265.7664 15.46811057358094,999
45228,STARLINK-1222,2020-012BC,2026-07-25T23:04:13.877472,2026-07-26T10:36:54,53.0518,35.3983,0.00008232,37.6133,322.4937,15.60368338,6764.729,92.286,0.00039316474000,,1 45228U 20012BC  26206.96127173  .00032438  00000-0  39316-3 0  9993,2 45228  53.0518  35.3983 0000823  37.6133 322.4937 15.60368338357123,999
45229,STARLINK-1226,2020-012BD,2026-07-25T23:47:45.723552,2026-07-26T10:36:54,53.1543,65.1795,0.00040016,90.4206,269.7262,15.49199262,6797.204,92.951,0.00117381520000,,1 45229U 20012BD  26206.99150143  .00065141  00000-0  11738-2 0  9994,2 45229  53.1543  65.1795 0004002  90.4206 269.7262 15.49199262356742,999
45230,STARLINK-1227,2020-012BE,2026-07-25T23:58:06.567168,2026-07-26T10:36:54,53.1506,65.2153,0.00035882,77.5102,282.6308,15.49247052,6797.064,92.948,0.00107815210000,,1 45230U 20012BE  26206.99868712  .00059853  00000-0  10782-2 0  9995,2 45230  53.1506  65.2153 0003588  77.5102 282.6308 15.49247052356860,999
45235,STARLINK-1246,2020-012BK,2026-07-26T02:32:50.457984,2026-07-26T10:36:54,53.1532,112.8683,0.00045747,53.1840,306.9584,15.39093526,6826.926,93.562,0.00148966770000,,1 45235U 20012BK  26207.10613956  .00058634  00000-0  14897-2 0  9999,2 45235  53.1532 112.8683 0004575  53.1840 306.9584 15.39093526356216,999
45237,STARLINK-1270,2020-012BM,2026-07-25T22:03:51.677568,2026-07-26T04:22:28,53.0390,34.3101,0.00015110,275.6081,84.4765,15.73704694,6726.457,91.504,0.00049633360000,,1 45237U 20012BM  26206.91934812  .00071176  00000-0  49633-3 0  9999,2 45237  53.0390  34.3101 0001511 275.6081  84.4765 15.73704694357243,999
45360,STARLINK-1279,2020-019A,2026-07-26T08:00:01.999872,2026-07-26T10:36:54,53.0288,130.3890,0.00023235,103.4777,33.7221,15.90631558,6678.651,90.530,0.00066604118000,,1 45360U 20019A   26207.33335648  .00207655  26917-4  66604-3 0  9991,2 45360  53.0288 130.3890 0002324 103.4777  33.7221 15.90631558  6030,999
45361,STARLINK-1301,2020-019B,2026-07-26T08:00:01.999872,2026-07-26T10:36:54,53.0280,132.1371,0.00038828,98.5990,231.0123,15.92560566,6673.257,90.420,0.00066218093000,,1 45361U 20019B   26207.33335648  .00228554  30792-4  66218-3 0  9990,2 45361  53.0280 132.1371 0003883  98.5990 231.0123 15.92560566  6035,999
45366,STARLINK-1262,2020-019G,2026-07-25T12:35:15.936000,2026-07-25T18:12:52,53.1508,242.3988,0.00033042,340.4683,19.6194,15.37916663,6830.408,93.633,0.00107154850000,,1 45366U 20019G   26206.52449000  .00040367  00000-0  10715-2 0  9992,2 45366  53.1508 242.3988 0003304 340.4683  19.6194 15.37916663350894,999
45367,STARLINK-1273,2020-019H,2026-07-26T04:08:41.732736,2026-07-26T10:36:54,53.0374,205.9806,0.00031475,25.4744,334.6424,15.64034659,6754.153,92.070,0.00114379260000,,1 45367U 20019H   26207.17270524  .00111120  00000-0  11438-2 0  9997,2 45367  53.0374 205.9806 0003147  25.4744 334.6424 15.64034659351435,999
45368,STARLINK-1276,2020-019J,2026-07-26T03:41:37.606272,2026-07-26T10:36:54,53.0708,258.3633,0.00012938,30.8180,329.2890,15.16506821,6894.545,94.955,0.00109107230000,,1 45368U 20019J   26207.15390748  .00021268  00000-0  10911-2 0  9995,2 45368  53.0708 258.3633 0001294  30.8180 329.2890 15.16506821350700,999
45369,STARLINK-1277,2020-019K,2026-07-26T05:58:45.556032,2026-07-26T10:36:54,53.0378,196.6479,0.00038510,54.6539,305.4838,15.72065866,6731.131,91.599,0.00049511891000,,1 45369U 20019K   26207.24913838  .00066155  00000-0  49512-3 0  9991,2 45369  53.0378 196.6479 0003851  54.6539 305.4838 15.72065866351574,999
45370,STARLINK-1281,2020-019L,2026-07-26T02:16:52.207680,2026-07-26T10:36:54,53.1543,239.0779,0.00022930,339.7210,20.3703,15.38804790,6827.780,93.579,0.00124716970000,,1 45370U 20019L   26207.09504870  .00048485  00000-0  12472-2 0  9998,2 45370  53.1543 239.0779 0002293 339.7210  20.3703 15.38804790350996,999
45374,STARLINK-1300,2020-019Q,2026-07-25T07:24:54.262368,2026-07-25T18:12:52,53.1559,242.4826,0.00028108,340.4775,19.6122,15.39447189,6825.880,93.540,0.00109694850000,,1 45374U 20019Q   26206.30896137  .00043482  00000-0  10969-2 0  9996,2 45374  53.1559 242.4826 0002811 340.4775  19.6122 15.39447189350878,999
45375,STARLINK-1302,2020-019R,2026-07-26T03:40:55.750656,2026-07-26T10:36:54,53.0413,192.9026,0.00011944,70.4700,289.6446,15.72238305,6730.638,91.589,0.00045124930000,,1 45375U 20019R   26207.15342304  .00060626  00000-0  45125-3 0  9995,2 45375  53.0413 192.9026 0001194  70.4700 289.6446 15.72238305351615,999
45376,STARLINK-1304,2020-019S,2026-07-26T05:19:24.905856,2026-07-26T10:36:54,53.0379,195.3614,0.00017903,21.4116,338.6974,15.67917788,6742.997,91.842,0.00047208104000,,1 45376U 20019S   26207.22181604  .00052899  00000-0  47208-3 0  9995,2 45376  53.0379 195.3614 0001790  21.4116 338.6974 15.67917788351586,999
45377,STARLINK-1305,2020-019T,2026-07-26T06:35:23.650656,2026-07-26T10:36:54,53.0349,170.3562,0.00069606,58.7631,301.4070,15.78109970,6713.933,91.248,0.00053257687000,,1 45377U 20019T   26207.27457929  .00093182  00000-0  53258-3 0  9999,2 45377  53.0349 170.3562 0006961  58.7631 301.4070 15.78109970351942,999
45379,STARLINK-1319,2020-019V,2026-07-26T06:30:29.426688,2026-07-26T10:36:54,53.0317,159.4449,0.00033372,80.7024,279.4377,15.87106894,6688.536,90.731,0.00055013441000,,1 45379U 20019V   26207.27117392  .00147867  00000-0  55013-3 0  9999,2 45379  53.0317 159.4449 0003337  80.7024 279.4377 15.87106894352099,999
45383,STARLINK-1266,2020-019Z,2026-07-26T03:51:15.147072,2026-07-26T10:36:54,53.0425,179.7444,0.00048062,52.5361,307.6092,15.70302124,6736.170,91.702,0.00046651469000,,1 45383U 20019Z   26207.16059198  .00057771  00000-0  46651-3 0  9993,2 45383  53.0425 179.7444 0004806  52.5361 307.6092 15.70302124351797,999
45384,STARLINK-1267,2020-019AA,2026-07-26T03:50:04.941024,2026-07-26T10:36:54,53.0414,169.8537,0.00029108,76.3694,283.7649,15.75429972,6721.545,91.404,0.00052302581000,,1 45384U 20019AA  26207.15977941  .00081002  00000-0  52303-3 0  9993,2 45384  53.0414 169.8537 0002911  76.3694 283.7649 15.75429972351931,999
45386,STARLINK-1272,2020-019AC,2026-07-26T02:22:37.332480,2026-07-26T10:36:54,53.0360,147.2267,0.00025176,104.9878,255.1422,15.81072482,6705.544,91.077,0.00054881435000,,1 45386U 20019AC  26207.09904320  .00110047  00000-0  54881-3 0  9994,2 45386  53.0360 147.2267 0002518 104.9878 255.1422 15.81072482352242,999
45387,STARLINK-1274,2020-019AD,2026-07-26T08:00:01.999872,2026-07-26T10:36:54,53.0124,148.4934,0.00044612,15.1260,251.6908,15.71796481,6731.900,91.615,0.00142439900000,,1 45387U 20019AD  26207.33335648  .00192203  00000-0  14244-2 0  9995,2 45387  53.0124 148.4934 0004461  15.1260 251.6908 15.71796481  5877,999
45388,STARLINK-1280,2020-019AE,2026-07-26T08:00:01.999872,2026-07-26T10:36:54,53.0276,148.9563,0.00038333,96.0370,343.3881,15.97656628,6659.059,90.132,0.00069068429000,,1 45388U 20019AE  26207.33335648  .00315022  51533-4  69068-3 0  9998,2 45388  53.0276 148.9563 0003833  96.0370 343.3881 15.97656628  6035,999
45389,STARLINK-1283,2020-019AF,2026-07-26T02:09:58.368960,2026-07-26T10:36:54,53.0339,146.7834,0.00034894,98.3915,261.7501,15.78071457,6714.042,91.251,0.00012396254000,,1 45389U 20019AF  26207.09025890  .00020929  00000-0  12396-3 0  9997,2 45389  53.0339 146.7834 0003489  98.3915 261.7501 15.78071457352250,999
45390,STARLINK-1284,2020-019AG,2026-07-26T03:57:00.045504,2026-07-26T10:36:54,53.0397,170.9721,0.00049897,114.6167,245.5372,15.75980825,6719.979,91.372,0.00045875977000,,1 45390U 20019AG  26207.16458386  .00072675  00000-0  45876-3 0  9991,2 45390  53.0397 170.9721 0004990 114.6167 245.5372 15.75980825351912,999
45395,STARLINK-1297,2020-019AM,2026-07-26T06:01:08.839200,2026-07-26T10:36:54,53.0377,168.9379,0.00035254,75.4574,284.6837,15.79367322,6710.369,91.176,0.00054224325000,,1 45395U 20019AM  26207.25079675  .00100427  00000-0  54224-3 0  9990,2 45395  53.0377 168.9379 0003525  75.4574 284.6837 15.79367322351139,999
45397,STARLINK-1307,2020-019AP,2026-07-26T04:08:15.117216,2026-07-26T10:36:54,53.0496,181.0915,0.00028535,33.8613,326.2581,15.59895476,6766.096,92.314,0.00049183716000,,1 45397U 20019AP  26207.17239719  .00040016  00000-0  49184-3 0  9996,2 45397  53.0496 181.0915 0002854  33.8613 326.2581 15.59895476351606,999
